% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1114998, Sat Mar  9 12:20:48 2024, <python>{}</python>
52 416 0.39529273037401724 13.840289887905438 -4096.0 -4.0960000000000000e+03 -2048.0 -512.0   
53 424 0.3944445244027673 14.056879872011509 -4096.0 -2.0480000000000000e+03 -1024.0 -256.0   
54 432 0.3680897795269619 17.181051873033383 -4096.0 -4.0960000000000000e+03 -2048.0 -2048.0   
55 440 0.3925484005800355 18.523460679163428 -4096.0 -4.0960000000000000e+03 -1024.0 -512.0   
56 448 0.40887674040111516 16.166579125448838 -4096.0 -2.0480000000000000e+03 -1024.0 -512.0   
57 456 0.3675848728635406 21.325621977295736 -4096.0 -4.0960000000000000e+03 -1024.0 -256.0   
58 464 0.32790211833133226 22.186768283180815 -4096.0 -2.0480000000000000e+03 -1024.0 -256.0   
59 472 0.3194980066065356 21.938335895982615 -4096.0 -4.0960000000000000e+03 -1024.0 -512.0   
60 480 0.2812263761545563 26.768029440176893 -4096.0 -2.0480000000000000e+03 -1024.0 -128.0   
61 488 0.25337604663741664 28.498968487258452 -4096.0 -4.0960000000000000e+03 -2048.0 -2048.0   
62 496 0.24887203055575358 25.550563151382775 -4096.0 -2.0480000000000000e+03 -512.0 -256.0   
63 504 0.22160361977273632 22.041253326571873 -4096.0 -4.0960000000000000e+03 -1024.0 -128.0   
64 512 0.2518187208218896 23.10737801526949 -4096.0 -4.0960000000000000e+03 -2048.0 -1024.0   
65 520 0.2051981172174268 24.797128262770876 -4096.0 -2.0480000000000000e+03 -1024.0 -512.0   
66 528 0.18534610286751446 22.726348886592355 -4096.0 -2.0480000000000000e+03 -1024.0 -1024.0   
67 536 0.1794922636518517 22.908980525999716 -4096.0 -2.0480000000000000e+03 -1024.0 -1024.0   
68 544 0.1729859565493886 23.764176816367776 -4096.0 -2.0480000000000000e+03 -1024.0 -512.0   
69 552 0.13565131920598772 24.11668997038799 -4096.0 -2.0480000000000000e+03 -1024.0 -128.0   
70 560 0.1085674108185487 29.4644501865419 -4096.0 -2.0480000000000000e+03 -1024.0 -128.0   
71 568 0.09672882103329382 28.059560321371354 -4096.0 -4.0960000000000000e+03 -1024.0 -256.0   
72 576 0.09268338475250855 28.576766927063836 -4096.0 -2.0480000000000000e+03 -2048.0 -1024.0   
73 584 0.07899963349583039 29.029739194786632 -4096.0 -2.0480000000000000e+03 -1024.0 -512.0   
74 592 0.06652192316055108 31.339952444646112 -4096.0 -4.0960000000000000e+03 -2048.0 -1024.0   
75 600 0.07240178162290735 33.625859917691216 -4096.0 -2.0480000000000000e+03 -2048.0 -512.0   
76 608 0.06965734229171239 29.266585421382906 -4096.0 -4.0960000000000000e+03 -1024.0 -512.0   
77 616 0.0659072157334346 27.745399384163473 -4096.0 -4.0960000000000000e+03 -2048.0 -1024.0   
