% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=1114998, Sat Mar  9 12:20:48 2024, <python>{}</python>
1 8 0.5033299255215098 0 0 0.46320467201005244 0.4886080012148266 0.5590545892993609 0.49876925248063114
2 16 0.4931852164794121 0 0 0.47539179429298994 0.4679598065295756 0.5149796569974923 0.4614349347169609
3 24 0.5000586041845423 0 0 0.4806120450977043 0.470004286666527 0.5628119230606572 0.4340487617488437
4 32 0.525784495747347 0 0 0.5532512199509062 0.44633220982983307 0.6504035279833846 0.42493989591729453
5 40 0.7206457525285839 0 0 0.7874373399593558 0.6237984470321888 0.9911188317158244 0.5816466109991119
6 48 0.7306687320499783 0 0 0.790951615428127 0.6155241338406983 0.9578473328324376 0.5610844132848358
7 56 0.7031568372102521 0 0 0.7174480483184708 0.5846725221731061 0.854250346705739 0.5653227416830511
8 64 0.6297074466415518 0 0 0.6516629756359381 0.4691461505985228 0.7289324304828032 0.5131471785208378
9 72 0.5675870289594602 0 0 0.6053696829659151 0.3565857723417558 0.6541552382207331 0.4416119594234567
10 80 0.4915920629928668 0 0 0.4982243558544038 0.3014099396355149 0.5080162505981867 0.3490061185110353
11 88 0.42994689732239333 0 0 0.39528331885981444 0.27830310065912556 0.4373768354514442 0.2866442514394264
12 96 0.40600652730560965 0 0 0.3725268997469658 0.2571000888758926 0.40393610565608334 0.24567365750357167
13 104 0.3501152890917966 0 0 0.2977179380485924 0.21611210470418107 0.3432763647133265 0.21260047271471946
14 112 0.2900844789518928 0 0 0.24722348759825533 0.17817296791893067 0.2713151438473022 0.17454977266741561
15 120 0.28385663839333564 0 0 0.25405137205472234 0.16619415429973863 0.27547248504062627 0.17255961010239246
16 128 0.22742471283253665 0 0 0.1982958065725607 0.1304682497587897 0.217222381019552 0.13482680515058026
17 136 0.23959190496877925 0 0 0.17967102268533114 0.13792360638835194 0.2316105481278232 0.149502436656594
18 144 0.2190179402758284 0 0 0.15164789438802068 0.11845691206127612 0.1987158615887413 0.13589088355978307
19 152 0.2123090986826095 0 0 0.14382058099946346 0.10458457495361985 0.1959003576235417 0.13543743610142223
20 160 0.19449047026715124 0 0 0.12239881120885757 0.10243093923073526 0.17487233022087414 0.12798168942614438
21 168 0.19025137894190725 0 0 0.12048894189725734 0.09374802847620052 0.1667598616890778 0.12283016447007433
22 176 0.24267634812255834 0 0 0.19247724630482554 0.14295305364184327 0.2149149173601947 0.17757201197972797
23 184 0.24235125193333212 0 0 0.17794271504113948 0.14356005929007237 0.1992196843648887 0.18807858796974425
24 192 0.2977392679457539 0 0 0.270214259264064 0.17547631316192552 0.3044997159295418 0.2168409151217056
25 200 0.2738880579793924 0 0 0.24537990180917407 0.15630065770821303 0.28010497247919447 0.19176240741988185
26 208 0.2716424043919318 0 0 0.2297573121416227 0.16312816996713614 0.2808201965961963 0.18938670766234356
27 216 0.2549163527036962 0 0 0.2163564224328422 0.14838529424864838 0.2600333377813347 0.16906901259394114
28 224 0.26195757873015546 0 0 0.21174046097361762 0.16437037974423158 0.25409464801534076 0.16613818917454073
29 232 0.30169908110887206 0 0 0.232687377405839 0.19344675037278114 0.26213755429691277 0.22883292217535964
30 240 0.29947223993937183 0 0 0.23427149953370677 0.19910014226026296 0.26588336052821426 0.21517057882989063
31 248 0.31547756902035967 0 0 0.24068254263814054 0.1989958444726737 0.2670327110740369 0.250255211867167
